lang,tweet_id,possibly_sensitive,created_at,text,type,withheld.copyright,withheld.country_codes
en,1465769792749592587,False,2021-11-30T19:48:45.000Z,"@McGivernC_ 1. Dune
2. A Quiet Place Part II
3. Free Guy
4. Jungle Cruise
5. Shang-Chi
6. Godzilla Vs. Kong
7. Venom
8. F9
9. No Time To Die
10. Black Widow",replied_to,,
en,1465769639481430023,False,2021-11-30T19:48:09.000Z,Black widow was some trash https://t.co/mrQHhN7akL,quoted,,
en,1465769624050438146,True,2021-11-30T19:48:05.000Z,Black Widow 🍆💦💦 https://t.co/qypumY9FQg,,,
en,1465769353769635841,False,2021-11-30T19:47:01.000Z,lol nyc black widow 💀💀💀💀 is what someone said when I showed them this. BAHAHAH https://t.co/FZWFoYcKjz,,,
en,1465769299843424262,False,2021-11-30T19:46:48.000Z,new video on Black Widow - https://t.co/0mn4mjJY0I https://t.co/esFpO4Xe4Y,,,
en,1465769009018818572,False,2021-11-30T19:45:39.000Z,My dad and brother not only watched Black Widow without me knowing its my favorite Marvel movie but also had the nerve to trash it. You're just petty Scarlett got her own movie and its one of Marvel's best movies,,,
es,1465768981977976833,False,2021-11-30T19:45:32.000Z,"@elaxwndr_ y Black widow muere en avengers endgame, vision muere porque wanda lo sacrifica en avengers infinity war, después aparece thanos reinicia el tiempo y ahora thanos mata a vision de nuevo, en wandavision la vecina agnes es la@villana ágatha harkness, pietro muere en avengers AOU",replied_to,,
es,1465768652616220674,False,2021-11-30T19:44:14.000Z,"@EliecerVv Aún no veo Eternals, pero black widow y Godzilla vs Kong son mis favoritas 😎",replied_to,,
tr,1465768511666544642,False,2021-11-30T19:43:40.000Z,bunu görünce aklima geldi black widow u izledim gecen hosuma gitti yaa 😭 yelena ya da asik oldum bu arada 🛐 https://t.co/xfdPyYVzeV,quoted,,
en,1465768467076829184,False,2021-11-30T19:43:29.000Z,"@MPPhoto11 Yeah Shang Chi is definitely better. Black Widow has a fun cast, buuut the plot makes no sense whatsoever. The problem is this movies release time. Like your telling me that secretly there was this powerful group of widows that controlled everything this whole time. Nah",replied_to,,
en,1465767959968694273,False,2021-11-30T19:41:28.000Z,"@The_Bytemaster @MrTentacles01 @Mr_Red18k @alexisamenace K and I want you to realize, that the directors commentary means the same guy existed played by the same actor... notice how black widow no one never mentions the run ins with Carter or her crew? that'd be a big deal especially since Carter was close to exposing the whole thing.",replied_to,,
en,1465767489900482562,False,2021-11-30T19:39:36.000Z,@ScienceBotikus I had no idea about this:  Female black widow spiders eat the males after mating. @ScienceBotikus,replied_to,,
es,1465767415254503431,False,2021-11-30T19:39:19.000Z,me explican pq me pareció buena idea volver a ver black widow???????? primer escena y ya estoy llorando hecha un bollito renuncio,,,
en,1465767410271604736,False,2021-11-30T19:39:17.000Z,i love it when natasha (the black widow),,,
en,1465767291828805653,False,2021-11-30T19:38:49.000Z,Bro Batman WASHES Black Widow in a fight ain’t no contest,,,
fr,1465767203962335245,False,2021-11-30T19:38:28.000Z,@RoiGotaro Regarde wanda vision falcon and winter soldier Loki black widow what if Shang chi éternels hawkeye et no way home pour te mettre complètement à jour,replied_to,,
es,1465766735383044102,False,2021-11-30T19:36:37.000Z,"@gusgusryuk @GeekZoneGZ Pues Black Widow está mejor escrito, ¿a qué te refieres?",replied_to,,
en,1465766719633432579,False,2021-11-30T19:36:33.000Z,"um.
Also Black Widow!!!",replied_to,,
en,1465766637769048073,False,2021-11-30T19:36:13.000Z,"Dune
Venom 2
Nice Guys
Eternals
Shang Chi
Quiet Place Part 2
No Time to Die
Godzilla V Kong
Black Widow
Jungle Cruise

Haven't seen F9 https://t.co/89hcKucXKq",quoted,,
en,1465766572463726599,False,2021-11-30T19:35:58.000Z,"Download [ebook]$$ Marvel's Black Widow: The Official Movie Special Book (Black Widow Official Mov
Download at https://t.co/SA5wUuXDQ2
#ebook #pdf #mobi #kindle #audiobook https://t.co/ZZ2iWjEk3I",,,
en,1465765850158354445,False,2021-11-30T19:33:05.000Z,"@JoshAnimator Also goes to show that if you don't overly pander (Black Widow, Eternals), you might have box office smashes again. Disney should be paying attention. People just want the traditional MCU format.",replied_to,,
en,1465765787679870980,False,2021-11-30T19:32:51.000Z,"1. Dune
2. No Time to Die
3. A Quiet Place Part II
4. Shang-Chi and the Legend of the Ten Rings
5. Venom: Let There Be Carnage
6. Free Guy
7. Eternals
8. F9: The Fast Saga
9. Jungle Cruise
10. Godzilla Vs. Kong
11. Black Widow https://t.co/A96OhwMR4O",quoted,,
en,1465765681941602304,False,2021-11-30T19:32:25.000Z,@realJacobAirey I honestly feel like marvel has been awful to black widow in general and wonder if they have some kind of personal grudge against Scarlett Johansson,replied_to,,
en,1465765660579880961,False,2021-11-30T19:32:20.000Z,Black Widow. It was surprisingly good and compelling https://t.co/2mpSo4VxEe,quoted,,
en,1465765574626185221,True,2021-11-30T19:32:00.000Z,"I, @Evil__Woman_ , @LadyLilithDomme and @Widow_Black_ decided to milk this pathetic slave. We did it until last drop, and we didn't finish on it. We also played with his breath to made him get it more intense! 

https://t.co/e57JnJReAF https://t.co/C0znuGhhSv",,,
en,1465765070785372173,False,2021-11-30T19:30:00.000Z,Why is Black Widow neither black nor a widow?,,,
en,1465765012635590665,False,2021-11-30T19:29:46.000Z,"@realJacobAirey Endgame treated black widow terribly, absolutely disgusting how she was a blubbering mess and then got killed off. And the pandering bs with all the girl power heros was gross too",replied_to,,
en,1465764403270369288,False,2021-11-30T19:27:20.000Z,"#NoWayHome nets biggest Fandango presales in 24 hours since 'Endgame'

Small blue diamond The film also beat out 'Infinity War,' 'Star Wars: Episode VIII,' &amp; 'Star Wars: Episode IX' 

Small blue diamond In just 2 hours #SpiderMan topped 'Black Widow's 24 hour ticket sales https://t.co/dmmOy4kWev",,,
en,1465764402699796480,False,2021-11-30T19:27:20.000Z,"BLACK WIDOW 2020, ISSUE 5 https://t.co/DGBrRNqLI2",,,
en,1465764125863206918,False,2021-11-30T19:26:14.000Z,"1. Shang-Chi
2. No Time to Die
3. Dune
4. A Quiet Place Part II
5. Godzilla vs. Kong
6. Black Widow
7. Free Guy https://t.co/eCoJMWUnA5",quoted,,
en,1465763696593055744,False,2021-11-30T19:24:32.000Z,rendez black widow . https://t.co/qmiHKKUEqO,quoted,,
en,1465763605987696646,False,2021-11-30T19:24:10.000Z,@MasumuneRebirth A co-worker said today that her wife wants her to go ginger. Guess that Black Widow girl awakened something in a lot of people.,replied_to,,
en,1465763388018110466,False,2021-11-30T19:23:18.000Z,@MarvelSpain Black widow,replied_to,,
en,1465763129837723649,False,2021-11-30T19:22:17.000Z,So when I post pictures of Iron Man Thor Hawkeye Black Widow the whole MCU gang I gotta hit them up be like hey Avengers is it OK if I can post pictures of you on Twitter like come on man https://t.co/8uJ8AVmCd8,quoted,,
en,1465762654039982086,False,2021-11-30T19:20:23.000Z,@andyparkart @screenrant @SimuLiu @shangchi Use the first design as an upgrade for the sequel and the second one makes him look like a Black Widow,replied_to,,
en,1465762551107624964,False,2021-11-30T19:19:59.000Z,"🎟 #SpiderManNoWayHome has already broken the record for biggest first day of ticket pre-sales, beating Avengers Endgame which topped $357.1M…

It even broke Black Widow’s 2021 first day record in only 2 HOURS! 🤯 

(Via: @DEADLINE | #BoxOffice #NoWayHome #SpiderMan) https://t.co/PD24pEIfgN",,,
en,1465762538323329033,False,2021-11-30T19:19:56.000Z,"@McGivernC_ Dune 
Free Guy
A Quiet Place Part II
Black Widow",replied_to,,
en,1465762305388466185,False,2021-11-30T19:19:00.000Z,"1. Dune
2. NTTD
3. Shang-Chi
4. Godzilla vs Kong
5. Black Widow
6. Eternals
7. Venom 2
8. A Quiet Place 2
(Haven’t seen the rest) https://t.co/2qA0Kz9gg3",quoted,,
es,1465762148341190658,False,2021-11-30T19:18:23.000Z,"""Spider-Man: No Way Home"" le ha arrebatado otro récord a ""Avengers: Endgame"" en Estados Unidos. Ya que su preventa superó incluso a otras producciones de Marvel y Star Wars, antes y durante la pandemia. Superando en solo dos horas la preventa de ""Black Widow"". #SpiderManNoWayHome https://t.co/09oBkc03iy",,,
en,1465762075859468297,False,2021-11-30T19:18:06.000Z,@zombiejerusalem Ok but ur black widow sim is a deadringer for scarjo 😱,replied_to,,
en,1465761916031283209,False,2021-11-30T19:17:27.000Z,"@AlmightyPigsNFT @JYippeee @AndrewCYCheung @galaxyqq3 
Traits I wanna see: IronPig, SuperPig, BadPig, SpiderPig, Black Widow Pig https://t.co/4p1Hr3i0fX",replied_to,,
en,1465761797252820997,False,2021-11-30T19:16:59.000Z,"I Can Agree That I Love This Game Much More, But Using This As A Counterpoint To Spider-Man Being Playstation Exclusive Is Kinda Silly. This Game Had Console Exclusive Characters. You Couldn't Play As Hawkeye, Black Widow, Ronin or Mar-Vell Unless You Had The PSP Version. https://t.co/M0PMa6zGQO",quoted,,
en,1465761250021982220,False,2021-11-30T19:14:49.000Z,"@camillanoceda Already da Beyoncé 
Majesty da Nicki Minaj
Oh My Mistake do April
Black Widow da Iggy Azalea",replied_to,,
en,1465761236067434497,False,2021-11-30T19:14:45.000Z,"@79SemiFinalist If you wanna see real life crimes, watch season 2 of below deck sailing yacht, and the reunion shows...bigger villain there than anything you've written for black widow to be hated on.",replied_to,,
en,1465761182477074432,False,2021-11-30T19:14:33.000Z,The only meal I had kay a slice of pizza after eternals before mag black widow HAHAHAHAHA,,,
en,1465760866511425539,False,2021-11-30T19:13:17.000Z,@specialk21_ Black widow tho was a movie right,replied_to,,
en,1465760713964765185,False,2021-11-30T19:12:41.000Z,@nunyabizniz80 This reminds me of the Black Widow movie where the Big Bad Russian was just a CEO,replied_to,,
es,1465760115437584401,False,2021-11-30T19:10:18.000Z,"@writeincolors Black widow (no sé como se escribe, perdooon). Es que esa mujer es fuerte, una reina. Diosa🛐♥️🥺 me patea y le pido perdón",replied_to,,
en,1465759990631776258,False,2021-11-30T19:09:48.000Z,Black Widow. https://t.co/edBLZaP4Ng,quoted,,
en,1465759875863126019,False,2021-11-30T19:09:21.000Z,This is prolly my hottest take of the year but were all allowed them Loki was the best tv series for marvel so far (not a hot take) BUTTTT black widow was the best marvel project this year. https://t.co/CW9F2JBjfI,quoted,,
en,1465759432160296971,False,2021-11-30T19:07:35.000Z,Until Black Widow: Resurrection https://t.co/HHkMSMkr8v,quoted,,
es,1465759314702917636,False,2021-11-30T19:07:07.000Z,"Top Películas Nov30 #Colombia #DisneyPlus

1. Shang-Chi la leyenda de los 10 anillos
2. Jungle cruise
3. Hola, Alberto
4. Cruella
5. Avengers Endgame
6. Black Widow
7. Raya y el último dragón
8. Mi pobre y dulce angelito
9. Moana
10. Avengers infinity war https://t.co/wZxk2OXPIA",,,
es,1465759008816521227,False,2021-11-30T19:05:54.000Z,@Nickolo34 Y aún no veo Black Widow 🤡,replied_to,,
en,1465758864289275904,False,2021-11-30T19:05:20.000Z,"Between 1884 and 1908, the Norwegian immigrant is believed to have slain over 40 people in Chicago, Illinois, and La Porte, Indiana, profiting from insurance claims before disappearing without a trace. “Hell’s Belle” Gunness – Black Widow of the Midwest – https://t.co/qchyQnuCnt https://t.co/XboMFb4dMM",,,
en,1465758565004681219,False,2021-11-30T19:04:09.000Z,"@mimoon_art It would be fucking fun, I’ll go buy marvel geer, I already own black widow vans and a marvel hoodie. I just need a mask and some pants.",replied_to,,
es,1465758006218571776,False,2021-11-30T19:01:55.000Z,"@gusgusryuk @GeekZoneGZ Tienes razon!

Black Widow es mucho mejor.",replied_to,,
en,1465758000103272464,False,2021-11-30T19:01:54.000Z,"black widow in a motorbike, black widow with the electric thingiys AND black widow with a captain russia shield in the sAME EPISODE? what if opened my ass rn",,,
fr,1465757949087920134,False,2021-11-30T19:01:42.000Z,"@_md_031 J’aime trop le fait que les héros de la phase 1 deviennent les mentor des nouveaux héros, c trop mims. Spiderman avec iron man, Yelena et black widow et mtn Clint barton avec cette fille",replied_to,,
en,1465757688915054593,False,2021-11-30T19:00:40.000Z,"Will ‘Venom’ Be the Next Hollywood Film With China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’? https://t.co/ef0TUuyhyt",,,
en,1465757685350027272,False,2021-11-30T19:00:39.000Z,The way i just saw a black widow deleted scene and i would’ve gotten closer if it was in the movie but it wasn’t.,,,
it,1465757466923347977,False,2021-11-30T18:59:47.000Z,"@CarloCoratelli Devo prendere Shang Chi, Black Widow e The Suicide Squad, aspetto solo che il prezzo cali un pò",replied_to,,
et,1465756815392526338,False,2021-11-30T18:57:11.000Z,@VA4257 @LetsOTT Akkada antha clear ga black widow ani veste ee lucha gadu ekkanga end game ki pettadu 🤣,replied_to,,
en,1465756511850827776,False,2021-11-30T18:55:59.000Z,"@Midnights_Edge Will ‘Venom’ Be the Next Hollywood Film With China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’?
https://t.co/Rjh6Mdn289",replied_to,,
et,1465756398692671489,False,2021-11-30T18:55:32.000Z,@LetsOTT Black widow ki endgame ki Theda ledha ra,replied_to,,
en,1465756293520523265,False,2021-11-30T18:55:07.000Z,Endgame kaadu...Black Widow and Eternals di https://t.co/mCgEETVDeg,,,
en,1465756224335527937,False,2021-11-30T18:54:50.000Z,"I'm doing Bug of the week tomorrow...
And my Strep pneumo died 😢
My suggestion to wear a black veil like a victorian widow and spend the meeting burying the bead it was saved upon didn't have much support.",,,
en,1465755735199944708,False,2021-11-30T18:52:54.000Z,"yes, the dangerous black widow is to be approached with caution, as the black widow’s bite can cause death",,,
en,1465755695836499985,False,2021-11-30T18:52:44.000Z,"@HillaryMonahan Favorite movie of 2021 released this year: Black Widow

New to me but released earlier: N/A I think

Least favorite movie of 2021: Also Black Widow, by default.... 

(It's not been a good year for movies for us lol)",replied_to,,
en,1465755632582070273,False,2021-11-30T18:52:29.000Z,"@LetsOTT black widow + eternals
not endgame",replied_to,,
en,1465755436720795651,False,2021-11-30T18:51:43.000Z,"@nathaliejacoby1 Apocalypse now, The Black Widow (with Deborah Winger), Once Upon A Time In The West, Dirty Harry, Die Hard, Nat, I have quite a list …",replied_to,,
es,1465755406467321864,False,2021-11-30T18:51:35.000Z,@kirazhllnd Yo quiero ir el día del estreno básicamente por si me dan algo gratis. En Black Widow me dieron un póster 😌,replied_to,,
en,1465755294144032768,False,2021-11-30T18:51:09.000Z,"@catcringecomp also this year had four Marvel movies - Black Widow, Shang-Chi, Eternals, and Spider-Man: No Way Home this year

they REALLY wanted to make up for 2020, lol",replied_to,,
en,1465755209272078338,False,2021-11-30T18:50:48.000Z,Black widow https://t.co/3SaVfykuie,quoted,,
en,1465754954749120529,False,2021-11-30T18:49:48.000Z,"Once again going to attempt to get our decades x black widow sim married! That is, of course, unless any debates on spotted dick break out in chat? 👀

Live now! 

https://t.co/6WDTQxSEu0",,,
