lang,tweet_id,created_at,text,possibly_sensitive,type,clean_tweet
en,1466151142405017606,2021-11-26 21:04:06+00:00,"@DavidVincentWa1 @bennyjohnson He was discussing ""research"" options before the vaccine was available in treatment to Covid. Where does it say ""drink Bleach"" again?",False,replied_to,"['treatment', 'covid', '?', 'drink', 'again', 'option', 'discussing', 'say', 'bleach', 'vaccine', 'available', 'research']"
sv,1466151141578887169,2021-11-26 21:04:06+00:00,@Janjean15 @Bendy18059023 Fast testerna är en del av problemet för att de visar falskt positivt i många fall. Det som är intressant är förstås belastning på sjukhus och dödsfall som orsakas av Covid och inte med.,False,replied_to,"['fast', 'en', 'visar', 'sjukhus', 'manga', 'att', 'problemet', 'belastning', 'inte', 'testerna', 'falskt', 'positivt', 'pa', 'som', 'intressant', 'av', 'forstas', 'de', 'det', 'del', 'och', 'ar', 'covid', 'dodsfall', 'orsakas', 'med', 'fall']"
fi,1466151139162865669,2021-11-26 21:04:06+00:00,"Mulla oli covid vuosi sitten, ja menin heikkoon kuntoon. Olen onnekas, koska juuri kun puhuttiin  sairaalaan siirtymisestä, kuntoni koheni. Oli aivan hirveää, kun ei pystynyt hengittämään. En ymmärrä miksi kukaan ottaisi riskin sairastua siihen. Olin perusterve ja hyväkuntoinen.",False,,"['en', 'sairaalaan', 'pystynyt', 'kukaan', 'ottaisi', 'puhuttiin', 'siihen', 'onnekas', 'hengittamaan', 'hirveaa', 'koheni', 'heikkoon', 'ei', 'ymmarra', 'olin', 'mulla', 'ja', 'vuosi', 'siirtymisesta', 'juuri', 'sitten', 'olen', 'menin', 'covid', 'kun', 'aivan', 'kuntoon', 'sairastua', 'perusterve', 'hyvakuntoinen', 'kuntoni', 'miksi', 'oli', 'koska', 'riskin']"
en,1466151138676207617,2021-11-26 21:04:05+00:00,"Covid Omicron: Time to consider mandatory jabs, EU chief says https://t.co/06XJnDCyOg",False,,"['covid', 'say', 'chief', 'time', 'jab', 'eu', 'consider', 'mandatory', 'omicron']"
en,1466151136805605377,2021-11-26 21:04:05+00:00,"@RobParkerFS1 hey Rob, stop talking about covid all the time. Your lack of knowledge is astounding. You admit on one hand, that you can still catch it, and spread it while vaccinated, but then insinuate those same people, may not even be vaccinated!? Walking contradiction.",False,,"['stop', 'spread', 'time', '!', 'walking', 'knowledge', 'rob', 'catch', 'vaccinated', 'talking', 'one', 'astounding', 'insinuate', 'even', '?', 'hand', 'hey', 'people', 'covid', 'still', 'contradiction', 'admit', 'lack', 'may']"
en,1466151136776314882,2021-11-26 21:04:05+00:00,"@Zebadee1874 @YesScot Covid slowed plans down,only just started recently",False,replied_to,"['covid', 'plan', 'slowed', 'recently', 'started']"
en,1466151136126283777,2021-11-26 21:04:05+00:00,"Since last Wednesday, 70 COVID cases and 2 COVID-related deaths have been reported. https://t.co/zU302YpmqL",False,,"['covid', '2', 'case', 'related', 'reported', 'death', 'since', '70', 'wednesday', 'last']"
en,1466151135442616324,2021-11-26 21:04:05+00:00,Only positive is the market forgets covid news in literally days so I’m expecting quick turn around.,False,,"['covid', 'day', 'market', 'turn', 'literally', 'I', 'quick', 'forgets', 'news', 'around', 'expecting', 'positive']"
en,1466151134280650755,2021-11-26 21:04:04+00:00,Parents/Students please see the PASD website (https://t.co/d67E5UwuWJ) for a new district COVID-19 Letter regarding potential exposures at PAES.,False,,"['see', 'website', 'parents/students', 'please', '(', 'pasd']"
en,1466151133496360973,2021-11-26 21:04:04+00:00,The chief recommendation: get vaccinated — and boosted — against COVID-19. Flu shots also are important for the season of celebrations since influenza is expected to increase this year. https://t.co/gkGUZu2nDh,False,,"['recommendation', 'covid', 'also', 'important', 'chief', 'vaccinated', 'celebration', 'flu', 'influenza', 'shot', 'since', '19', 'increase', 'expected', 'season', 'year', 'boosted', 'get']"
de,1466151133085319175,2021-11-26 21:04:04+00:00,"@Nea25443063 @MSI_BW Doch, Nea, trotzdem macht breites Impfen Sinn. Schützt viele Geimpfte vor schwerem Verlauf, vor Long-Covid, vor Intensivstation. Das hilft anderen, die auf Intensivstation landen. Selbst den Impfgegnern und Coronaleugnern, auch wenn die es nicht verdient haben.",False,replied_to,"['und', 'anderen', 'landen', 'schutzt', 'macht', 'den', 'auf', 'bw', 'selbst', 'schwerem', 'nicht', 'nea', 'verlauf', 'doch', 'viele', 'die', 'impfen', 'hilft', 'wenn', 'intensivstation', 'auch', 'coronaleugnern', 'trotzdem', 'sinn', 'long', 'verdient', 'da', 'e', 'covid', 'vor', 'geimpfte', 'breites', 'haben', 'impfgegnern']"
en,1466151132309434374,2021-11-26 21:04:04+00:00,Chancellor Ronnie Green said the emergence of new and potentially more transmissible COVID variants led to the change in UNL's approach for the coming semester. https://t.co/njonOvfHBx,False,,"['variant', 'chancellor', 'transmissible', 'ronnie', 'emergence', 'green', 'covid', 'approach', 'said', 'change', 'led', 'semester', 'unl', 'potentially', ""'s"", 'coming', 'new']"
en,1466151131982155776,2021-11-26 21:04:04+00:00,"Don't let Covid-19 bring you down! Instead, play some music.",False,,"['covid', 'instead', 'music', 'play', 'let', 'down', '19', 'bring', '!']"
und,1466151131474706450,2021-11-26 21:04:04+00:00,@minguslives @tracypaints44 @fallen_up54 @EricG1247 @CawthornforNC https://t.co/iGhQaXlc0p,False,replied_to,['up54']
en,1466151130090684417,2021-11-26 21:04:03+00:00,"@PeteGasLondon1 @MabelMouse1 @seeyouinpub @Keir_Starmer Hi Pete, was every world leaders covid response murderous or just Boris because you don’t like him? Whitty &amp; JVT have had death threats, guy in court this week I believe. Some politicise it some don’t.",False,replied_to,"['politicise', 'death', 'murderous', 'leader', 'starmer', 'jvt', 'like', 'him', '&', '?', 'believe', 'hi', 'world', 'pete', 'week', 'covid', 'threat', 'guy', 'every', 'boris', 'whitty', 'amp', 'response', 'court']"
en,1466151129872420866,2021-11-26 21:04:03+00:00,What Do We Know About the Origins of COVID? https://t.co/4YN227h1Op | https://t.co/sBQMEfAeJ5!,False,,"['?', 'origin', 'covid', 'know']"
en,1466151129784459266,2021-11-26 21:04:03+00:00,"@PetiteNicoco Don’t fall into catastrophizing everything 

Hubby will recover fully

Covid barely affects children 

Your baby is healthy 

Cease consuming liberal fear porn",False,replied_to,"['affect', 'baby', 'child', 'covid', 'barely', 'recover', 'liberal', 'healthy', 'porn', 'hubby', 'everything', 'consuming', 'fear', 'cease', 'fall', 'fully', 'catastrophizing']"
en,1466151129608331267,2021-11-26 21:04:03+00:00,South Africa COVID-19 cases double in one day following omicron detection https://t.co/LNYKmm2ifE https://t.co/5eE28zkXLs,False,,"['covid', 'africa', 'case', 'day', 'following', '19', 'omicron', 'detection', 'south', 'one', 'double']"
en,1466151128287043586,2021-11-26 21:04:03+00:00,UK Implements Stricter COVID Testing Protocol for Travelers Due to Omicron Variant  https://t.co/1NieuZ2R5H,False,,"['uk', 'stricter', 'protocol', 'covid', 'variant', 'implement', 'due', 'testing', 'traveler', 'omicron']"
en,1466151127783645184,2021-11-26 21:04:03+00:00,"A big traffic light scandal, exposed by @toby_etc

https://t.co/0RR6DeSEf6",False,,"['traffic', 'big', 'scandal', 'exposed', 'light', 'etc']"
en,1466151127716483074,2021-11-26 21:04:03+00:00,If Covid fucks up another year of vacations ISTG 😡😤,False,,"['covid', 'vacation', 'another', 'istg', 'fuck', 'year']"
en,1466151127712514061,2021-11-26 21:04:03+00:00,It's been a really tough 4 months. Lost my grandma and a month and a half after that my father. (Not Covid-19),False,,"['covid', 'month', 'half', 'not', '4', 'grandma', 'tough', ')', 'lost', '19', 'father', '(', 'month', 'really']"
fr,1466151127611633665,2021-11-26 21:04:03+00:00,"#GiletsJaunes:
Les dirigeants visent la MORT des 99% par injection letale covid.
Ils ne craignent pas l'affrontement car ils ont renforce leur securite.
Ils tentent le tout pour le tout pour s'accrocher a leur pouvoir illegitime.
=&gt;Il ne reste plus qu'aux 99% la defense legitime https://t.co/1rK2tGNBYA",False,quoted,"['tout', 'illegitime', 'gt', 'mort', 'pouvoir', 'securite', '99', 'visent', 'pour', ""s'accrocher"", 'par', 'reste', 'plus', 'defense', '%', 'de', '=', '&', 'ne', 'tentent', 'il', ""l'affrontement"", 'car', 'leur', 'renforce', 'ont', ""qu'aux"", 'injection', 'le', 'legitime', 'craignent', 'le', 'covid', 'pa', 'la', 'dirigeants', 'letale', 'il']"
es,1466151126600806400,2021-11-26 21:04:03+00:00,Habilitan seis postas especiales de vacunación contra COVID-19 para viajeros estudiantiles https://t.co/PE1wfBCHgE,False,,"['covid', 'contra', 'seis', 'de', 'habilitan', 'especiales', '19', 'vacunacion', 'estudiantiles', 'viajeros', 'para', 'postas']"
und,1466151126101803023,2021-11-26 21:04:02+00:00,https://t.co/Ps5UVp5wz5,False,,[]
es,1466151125288206348,2021-11-26 21:04:02+00:00,puto certificado covid voy a estar sin planes hasta a saber cuándo y todo el puente sin poder entrar ni a un bar,False,,"['hasta', 'todo', 'el', 'covid', 'sin', 'entrar', 'estar', 'un', 'bar', 'puto', 'plane', 'saber', 'voy', 'cuando', 'certificado', 'poder', 'puente', 'ni']"
en,1466151123732074515,2021-11-26 21:04:02+00:00,"@S1UUUU Vaccines aren’t perfect, but without them admit that the covid death rate would be far higher",False,replied_to,"['covid', 'higher', 'far', 'admit', 'would', 'death', 'vaccine', 'rate', 'perfect', 'without']"
en,1466151122134048784,2021-11-26 21:04:01+00:00,Big cats at Ind. zoo believed to have COVID-19 https://t.co/6xtQSaihg1,False,,"['ind', 'covid', 'big', '19', 'cat', 'zoo', 'believed']"
en,1466151121672720398,2021-11-26 21:04:01+00:00,"@hitchslapping @chrischirp Scotland and Wales did not maintain mask wearing in pubs and clubs, major areas of infection. Also COVID follows poverty and both countries have significant areas of depravation which skews their  numbers per 100,000.",False,replied_to,"['000', 'club', 'depravation', 'per', 'poverty', 'infection', 'also', 'area', 'major', '100', 'pub', 'significant', 'mask', 'scotland', 'skews', 'covid', 'country', 'maintain', 'number', 'follows', 'wearing', 'wale']"
en,1466151121349578753,2021-11-26 21:04:01+00:00,@SherifK8 @thefiniteidea Imagine thinking this is because of Covid lmao,False,replied_to,"['lmao', 'covid', 'imagine', 'thinking']"
en,1466151119198072855,2021-11-26 21:04:01+00:00,More Karma. Hope he didn’t infect anyone else. https://t.co/NJYRFXNmsT,False,,"['anyone', 'karma', 'else', 'hope', 'infect']"
en,1466151118686326789,2021-11-26 21:04:01+00:00,"@maryloupatey @CPHO_Canada don't know who hasn't seen this but covid is deja vu

https://t.co/VjUEvwrHA9",False,replied_to,"['seen', 'covid', 'vu', 'deja', 'canada', 'know']"
und,1466151118392729603,2021-11-26 21:04:01+00:00,@brendasafra https://t.co/U9Z2C6LnNn,False,replied_to,[]
es,1466151118010998786,2021-11-26 21:04:00+00:00,"@lasillavacia @CRIC_Cauca Circula video de entrevista de Blu Radio donde Petro, cual sabio, devela lo que no ha logrado la ciencia, pero el afirma que el origen del covid es el cambio climatico,. Estará loco o es un montaje porque  ese dislate solo causa risa?",False,replied_to,"['cual', 'origen', 'petro', 'cambio', 'sabio', 'porque', 'dislate', 'cauca', 'donde', 'blu', 'lo', 'ese', 'climatico', 'loco', 'solo', 'ciencia', 'video', 'estara', 'circula', 'el', '?', 'pero', 'devela', 'afirma', 'risa', 'de', 'montaje', 'causa', 'del', 'radio', 'e', 'covid', 'un', 'entrevista', 'que', 'la', 'ha', 'logrado']"
en,1466151117318885379,2021-11-26 21:04:00+00:00,"I read this thread about Omicron and felt like I knew more than when I started, which makes a change: https://t.co/VzBaBUWEAm",False,,"['knew', 'change', 'felt', 'make', 'read', 'started', 'thread', 'like', 'omicron']"
fr,1466151115901255692,2021-11-26 21:04:00+00:00,"@LaurentThines Si vs voulez savoir pourquoi ils font ça 👇🏻
https://t.co/1rikYcazlc",False,replied_to,"['pourquoi', 'font', 'savoir', 'voulez', 'v', 'il', 'ca', 'si']"
pt,1466151115557416979,2021-11-26 21:04:00+00:00,"Vacinômetro e boletim epidemiológico - Covid-19  Paragominas, atualizado em 01/12/2021, atualizado às 18h.

#prefeituradeparagominas #Covid19 #paragominaspará #semsparagominas em Paragominas/ Pará - Brasil https://t.co/aj7YZqRcGA",False,,"['covid', '18h', 'paragominas', 'epidemiologico', '01/12/2021', 'e', '19', 'brasil', 'vacinometro', 'atualizado', 'paragominas/', 'para', 'boletim']"
en,1466151114676580361,2021-11-26 21:04:00+00:00,"NZ,  a country where #vaping is widely available, sees a fall in smoking rates!

Who would have thought! 

https://t.co/7jO3FWQe1l",False,,"['nz', 'rate', 'see', 'country', 'smoking', 'would', '!', 'available', 'thought', 'widely', 'fall']"
en,1466151114525618179,2021-11-26 21:04:00+00:00,"@MSNBC How can she stand there and tell such huge lies, Democrats have absolutely no shame. 
Doocy OWNS Psaki With Biden&amp;apos;s Own Words https://t.co/vjjzEvwb8S",False,replied_to,"['word', 'psaki', 'biden', 'apos', 'absolutely', 'amp', 'tell', 'huge', 'lie', 'doocy', 'shame', 'democrat', 'stand', 'owns', '&']"
fr,1466151114294939653,2021-11-26 21:04:00+00:00,Le CISSS de Laval est en tournage avec des élèves de l'école des Cardinaux de Laval pour produire une capsule sur la vaccination. Les jeunes nous ont partagé leurs opinions de la COVID-19 et de comment ils ont vécu la dernière année et demi. La diffusion se fera prochainement! https://t.co/Hyw4YYkYO0,False,,"['est', 'en', 'vecu', 'derniere', 'cis', 'prochainement', 'nous', 'sur', '19', 'tournage', '!', 'fera', 'pour', 'produire', 'comment', 'de', 'diffusion', ""l'ecole"", 'eleves', 'demi', 'vaccination', 'annee', 'avec', 'leurs', 'de', 'cardinaux', 'ont', 'capsule', 'le', 'se', 'partage', 'le', 'covid', 'opinion', 'laval', 'une', 'la', 'jeunes', 'il', 'et']"
en,1466151114068344845,2021-11-26 21:04:00+00:00,World AIDS Day: Fight against HIV being forgotten amid COVID pandemic https://t.co/MbRUtvQeEl,False,,"['hiv', 'fight', 'covid', 'aid', 'day', 'forgotten', 'amid', 'world', 'pandemic']"
es,1466151112981970948,2021-11-26 21:03:59+00:00,"Se la pasan diciendo que hay una nueva cepa de covid pero después le obligan a river a meter 82mil personas por partido, en qué quedamos? Y ahora cuando habiliten la parte que era de la pista van a ser 100mil personas, están re locos.",False,,"['en', 'era', '100mil', 'hay', 'locos', 'pista', 'quedamos', 'cepa', 'van', 'parte', 'diciendo', 'ahora', '?', 'pero', 'habiliten', 'estan', 'pasan', 'river', 'de', 'obligan', 'una', 'le', 'se', 'por', 'partido', 'cuando', 'despues', 'covid', 'persona', 'que', 'la', 'nueva', 'ser', '82mil', 'meter']"
en,1466151112331902979,2021-11-26 21:03:59+00:00,@IrrigationJims @FreemanKim7 @Cath_Tyldesley But not directly through Omicron variant. FFS! Look harder ..... https://t.co/cUULez4Zkp,False,replied_to,"['variant', 'look', 'harder', 'ffs', 'tyldesley', '!', 'omicron', 'directly']"
en,1466151111493042185,2021-11-26 21:03:59+00:00,World AIDS Day: Fight against HIV being forgotten amid COVID pandemic https://t.co/FXjgOpfOUL,False,,"['hiv', 'fight', 'covid', 'aid', 'day', 'forgotten', 'amid', 'world', 'pandemic']"
en,1466151111304388612,2021-11-26 21:03:59+00:00,"@DanielTurnerPTF @RyanAFournier I remember a time when Biden said "" I will stop COVID on day one of my administration"". Yet, here we are.",False,replied_to,"['stop', 'biden', 'covid', 'said', 'time', 'day', 'yet', 'remember', 'one', 'administration']"
en,1466151110939492355,2021-11-26 21:03:59+00:00,"@MarinaHyde When a person farts it leaves the knickers and exits out of the pants and then these particles of “shit” proceed up a persons nose, which result in something called “smell” it just can’t be avoided. This is the same for covid when people put on masks, it’s absolutely pointless.",False,replied_to,"['absolutely', 'fart', 'result', 'nose', 'not', 'shit', 'person', 'smell', 'pointless', 'pant', 'avoided', 'person', 'proceed', 'something', 'particle', 'people', 'mask', 'covid', 'exit', 'can', 'called', 'leaf', 'knickers', 'put']"
en,1466151110670905344,2021-11-26 21:03:59+00:00,"https://t.co/wNsD10T3DE

All these students are fully vaccinated before they are allowed to go back to the school. 

Hopefully, they are only having mild symptoms which do not need hospitalisation nor ICU. Will not be a burden to the frontliners.",False,,"['allowed', 'school', 'icu', 'need', 'burden', 'vaccinated', 'mild', 'hospitalisation', 'hopefully', 'go', 'back', 'fully', 'frontliners', 'symptom', 'student']"
en,1466151109840580608,2021-11-26 21:03:59+00:00,"NEW - German study on COVID-19 in kids ages 5-11 concludes: ""Severe disease course or death is low,"" in fact the ""case fatality could not be calculated, due to an absence of cases"" for children without comorbidities.

https://t.co/ZHSP9KuRHc

@disclosetv",True,,"['concludes', 'calculated', 'case', 'could', 'study', '19', 'death', 'disease', '11', 'new', 'age', 'child', 'kid', 'course', 'without', 'comorbidities', 'german', 'fatality', 'due', 'low', 'absence', 'covid', 'fact', '5', 'severe', 'case']"
